Family	Name with authors (incl. infraspecific taxa if any)	ALA accepted name with authors	AKflora?	Comments (optional)	Literature
Saxifragaceae	Saxifraga nudicaulis D.Don	Saxifraga nudicaulis D.Don	T	AK taxon list	
Saxifragaceae	Saxifraga nudicaulis D.Don subsp. nudicaulis 	Saxifraga nudicaulis D.Don subsp. nudicaulis 	F	Arctic Flora USSR	
Saxifragaceae	Saxifraga occidentalis 	Saxifraga occidentalis 	F	Hitchcock et al. 1959	
Saxifragaceae	Saxifraga omolojensis A.P.Khokhr.	Saxifraga omolojensis A.P.Khokhr.	F		
Saxifragaceae	Saxifraga oppositifolia L.	Saxifraga oppositifolia L.	F	AK taxon list	
Saxifragaceae	Saxifraga oppositifolia L. subsp. glandulisepala Hult始	Saxifraga oppositifolia L. subsp. oppositifolia 	T		Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga oppositifolia L. subsp. oppositifolia 	Saxifraga oppositifolia L. subsp. oppositifolia 	T	AK taxon list	
Saxifragaceae	Saxifraga oppositifolia L. subsp. smalliana (Engl. & Irmsch.) Hult始	Saxifraga oppositifolia L. subsp. smalliana (Engl. & Irmsch.) Hult始	T	AK taxon list	
Saxifragaceae	Saxifraga platysepala (Trautv.) Tolm.	Saxifraga platysepala (Trautv.) Tolm.	T		Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga porsildiana (Calder & Savile) Jurtzev & V.V.Petrovsky	Saxifraga porsildiana (Calder & Savile) Jurtzev & V.V.Petrovsky	T		Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga punctata auct.	Saxifraga nelsoniana D.Don	T	Hulten 1973	Hult始 1973; Hult始, E.  1973.  Supplement to Flora of Alaska and Neighboring Territories, a Study in the Flora of Alaska and the Transberingian Connection.  Botaniska Notiser 126:459-512./
Saxifragaceae	Saxifraga punctata L. subsp. insularis Hult始	Saxifraga insularis (Hult始) Sipliv.	T		Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga punctata L. subsp. pacifica Hult始	Saxifraga nelsoniana D.Don subsp. pacifica (Hult始) Hult始	F	s & c-s77	
Saxifragaceae	Saxifraga punctata L. subsp. porsildiana Calder & Savile	Saxifraga porsildiana (Calder & Savile) Jurtzev & V.V.Petrovsky	T		Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga radiata Small	Saxifraga radiata Small	T	Panarctic	ALA Taxon List; ALA Taxon List/
Saxifragaceae	Saxifraga razshivinii Zhmylev	Saxifraga razshivinii Zhmylev	T	AK taxon list	
Saxifragaceae	Saxifraga reflexa Hook.	Saxifraga reflexa Hook.	T	AK taxon list	
Saxifragaceae	Saxifraga reflexa Hook. subsp. occidentalis (S.Watson) Hult始	Saxifraga reflexa Hook. subsp. occidentalis (S.Watson) Hult始	F	AK taxon list	
Saxifragaceae	Saxifraga rivularis auct.	Saxifraga rivularis auct.	T	AK taxon list	
Saxifragaceae	Saxifraga rivularis L. var. flexuosa (Sternb.) Engl. & Irmsch.	Saxifraga hyperborea R.Br.	T		
Saxifragaceae	Saxifraga rivularis L. var. hyperborea (R.Br.) Hook.	Saxifraga hyperborea R.Br.	T		
Saxifragaceae	Saxifraga rivularis L. var. rivularis 	Saxifraga rivularis L. var. rivularis 	F	AK taxon list	
Saxifragaceae	Saxifraga rivularis L. subsp. arctolitoralis (Jurtzev & V.V.Petrovsky) M. H. Jorg. & Elven	Saxifraga rivularis L. subsp. arctolitoralis (Jurtzev & V.V.Petrovsky) M. H. Jorg. & Elven	T		Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga rivularis L. subsp. flexuosa (Engelm.) Gjaerev.	Saxifraga hyperborea R.Br.	T		
Saxifragaceae	Saxifraga rivularis L. subsp. hyperborea (R.Br.) Dorn	Saxifraga hyperborea R.Br.	T		
Saxifragaceae	Saxifraga rufopilosa (Hult始) A.E.Porsild	Saxifraga nivalis L.	T		Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga serpyllifolia Pursh	Saxifraga serpyllifolia Pursh	F	AK taxon list	
Saxifragaceae	Saxifraga serpyllifolia Pursh var. purpurea Hult始	Saxifraga serpyllifolia Pursh subsp. serpyllifolia 	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga serpyllifolia Pursh subsp. serpyllifolia 	Saxifraga serpyllifolia Pursh subsp. serpyllifolia 	T		Elven, R.  et al. 2003; /
Saxifragaceae	Saxifraga setigera Pursh	Saxifraga setigera Pursh	T	Arctic Flora USSR	
Saxifragaceae	Saxifraga sinomontana J.T.Pan & Gornall	Saxifraga sinomontana J.T.Pan & Gornall	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Saxifragaceae	Saxifraga  	Saxifraga  	F		
Saxifragaceae	Saxifraga spicata D.Don	Saxifraga spicata D.Don	T	AK taxon list	
Saxifragaceae	Saxifraga tenuis (Wahlenb.) Harry Sm. ex Lindm.	Saxifraga tenuis (Wahlenb.) Harry Sm. ex Lindm.	T	Pan Arctic Flora	
Saxifragaceae	Saxifraga tolmiei Torr. & A.Gray	Saxifraga tolmiei Torr. & A.Gray	T	AK taxon list	
Saxifragaceae	Saxifraga tricuspidata Rottb.	Saxifraga tricuspidata Rottb.	T	AK taxon list	
Saxifragaceae	Saxifraga unalaschensis Sternb.	Saxifraga unalaschensis Sternb.	T		
Cyperaceae	Schoenoplectus acutis (Muhl. ex Bigelow) A.Love & D.Love	Schoenoplectus acutis (Muhl. ex Bigelow) A.Love & D.Love	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Schoenoplectus pungens (Vahl) P. Palla	Schoenoplectus pungens (Vahl) P. Palla	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Schoenoplectus subterminalis (Torr.) Sojak	Schoenoplectus subterminalis (Torr.) Sojak	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Schoenoplectus tabernaemontani (C.C.Gmel.) P. Palla	Schoenoplectus tabernaemontani (C.C.Gmel.) P. Palla	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Scirpus acutus Muhl. ex Bigelow	Schoenoplectus acutis (Muhl. ex Bigelow) A.Love & D.Love	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Scirpus americanus Pers.	Schoenoplectus pungens (Vahl) P. Palla	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Scirpus cernuus Vahl	Scirpus cernuus Vahl	F	Calder-Taylor 1968	
Cyperaceae	Scirpus cespitosus L.	Trichophorum cespitosum (L.) C.Hartm.	T		Elven, R.  et al. 2003; /
Cyperaceae	Scirpus hudsonianus (Michx.) Fernald	Trichophorum alpinum (L.) Pers.	T	ALA Taxon list	ALA Taxon List; ALA Taxon List/
Cyperaceae	Scirpus lacustris L. subsp. validus (Vahl) T.Koyama	Schoenoplectus tabernaemontani (C.C.Gmel.) P. Palla	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Scirpus maritimus L.	Scirpus maritimus L.	F	Galen Smith annos	
Cyperaceae	Scirpus microcarpus J.Presl & C.Presl	Scirpus microcarpus J.Presl & C.Presl	T	AK taxon list	
Cyperaceae	Scirpus paludosus A.Nelson	Bolboschoenus maritimus (L.) P. Palla subsp. paludosus (A.Nelson) T.Koyama	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Scirpus pungens Vahl	Schoenoplectus pungens (Vahl) P. Palla	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Scirpus subterminalis Torr.	Schoenoplectus subterminalis (Torr.) Sojak	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Scirpus tabernaemontani C.C.Gmel.	Schoenoplectus tabernaemontani (C.C.Gmel.) P. Palla	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Scirpus validus Vahl	Schoenoplectus tabernaemontani (C.C.Gmel.) P. Palla	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Poaceae	Scolochloa festucacea (Willd.) Link	Scolochloa festucacea (Willd.) Link	F	AK taxon list	
Lamiaceae	Scutellaria galericulata L.	Scutellaria galericulata L.	F	AK taxon list	
Lamiaceae	Scutellaria galericulata L. var. pubescens Benth.	Scutellaria galericulata L. subsp. pubescens (Benth.) A.Love & D.Love	T		Elven, R.  et al. 2003; /
Lamiaceae	Scutellaria galericulata L. subsp. pubescens (Benth.) A.Love & D.Love	Scutellaria galericulata L. subsp. pubescens (Benth.) A.Love & D.Love	T		Elven, R.  et al. 2003; /
Poaceae	Schizachne purpurascens (Torr.) Swallen	Schizachne purpurascens (Torr.) Swallen	F	AK taxon list	
Poaceae	Secale sereale L.	Secale sereale L.	F	AK taxon list	
Crassulaceae	Sedum divergens S.Watson	Sedum divergens S.Watson	F	AK taxon list	
Crassulaceae	Sedum lanceolatum Torr.	Sedum lanceolatum Torr.	F	AK taxon list	
Crassulaceae	Sedum oreganum Nutt.	Sedum oreganum Nutt.	F	AK taxon list	
Crassulaceae	Sedum przewalskii Maxim.	Sedum przewalskii Maxim.	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Crassulaceae	Sedum rosea (L.) Scop.	Rhodiola integrifolia Raf.	F	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Crassulaceae	Sedum rosea (L.) Scop. subsp. integrifolium (Raf.) Hult始	Rhodiola integrifolia Raf.	F	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Crassulaceae	Sedum  	Sedum  	F		
Selaginellaceae	Selaginella densa Rydb.	Selaginella densa Rydb.	F	AK taxon list	
Selaginellaceae	Selaginella densa Rydb. var. standleyi (Maxon) R. M. Tryon	Selaginella standleyi Maxon	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./FNA 2; Flora of North America Editorial Committee. 1993. Flora of North America vol. 2. Oxford Univ. Press, New York/
Selaginellaceae	Selaginella selaginoides (L.) Beauvais	Selaginella selaginoides (L.) Beauvais	T	AK taxon list	Elven, R.  et al. 2003; /
Selaginellaceae	Selaginella sibirica (Milde) Hieron.	Selaginella sibirica (Milde) Hieron.	T	AK taxon list	
Selaginellaceae	Selaginella standleyi Maxon	Selaginella standleyi Maxon	T		
Asteraceae	Senecio alaskanus Hult始	Tephroseris yukonensis (A.E.Porsild) Holub	T		Elven, R.  et al. 2003; /
Asteraceae	Senecio arcticus Rupr.	Tephroseris palustris (L.) Fourr. subsp. congesta (R.Br.) Holub	T		Elven, R.  et al. 2003; /
Asteraceae	Senecio atropurpureus (Ledeb.) B.Fedtsch.	Tephroseris atropurpurea (Ledeb.) Holub	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /FNA vol. 20; /
Asteraceae	Senecio atropurpureus (Ledeb.) B.Fedtsch. var. dentatus A.Gray ex Hult始	Tephroseris kjellmanii (A.E.Porsild) Holub	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Asteraceae	Senecio atropurpureus (Ledeb.) B.Fedtsch. subsp. atropurpureus 	Tephroseris atropurpurea (Ledeb.) Holub subsp. atropurpurea 	F		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio atropurpureus (Ledeb.) B.Fedtsch. subsp. frigidus (Richardson) Hult始	Tephroseris frigida (Richardson) Holub	T	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Asteraceae	Senecio atropupureus (Ledeb.) B.Fedtsch. subsp. tomentosus (Kjellman) Hult始	Tephroseris kjellmanii (A.E.Porsild) Holub	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio atropurpureus (Ledeb.) B.Fedtsch. var. ulmeri (Steffen) A.E.Porsild	Tephroseris frigida (Richardson) Holub	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Asteraceae	Senecio cannabifolius Less.	Senecio cannabifolius Less.	T	AK taxon list	
Asteraceae	Senecio congestus (R.Br.) DC.	Tephroseris palustris (L.) Fourr. subsp. congesta (R.Br.) Holub	F	Elven	Elven Panarctic Flora Manuscript; Elven, R. 2001. Panarctic Flora Manuscript (in prep)/
Asteraceae	Senecio congestus (R.Br.) DC. var. congestus 	Tephroseris palustris (L.) Fourr. subsp. congesta (R.Br.) Holub	F	Elven	Elven Panarctic Flora Manuscript; Elven, R. 2001. Panarctic Flora Manuscript (in prep)/
Asteraceae	Senecio congestus (R.Br.) DC. var. palustris (L.) Fernald	Tephroseris palustris (L.) Fourr. subsp. congesta (R.Br.) Holub	T	Elven	Elven Panarctic Flora Manuscript; Elven, R. 2001. Panarctic Flora Manuscript (in prep)/
Asteraceae	Senecio congestus (R.Br.) DC. var. tonsus Fernald	Tephroseris palustris (L.) Fourr. subsp. congesta (R.Br.) Holub	T	Elven	Elven Panarctic Flora Manuscript; Elven, R. 2001. Panarctic Flora Manuscript (in prep)/
Asteraceae	Senecio conterminus Greenm.	Packera lyallii (Klatt) J.F.Bain	F	Rocky Mts. (lower 48)	Bain 2002; Bain, J. F. 2002. Packera lyallii, a corrected name for Packera contermina (Asteraceae: Senecioneae). Novon 12: 437./
Asteraceae	Senecio cymballarioides Nutt.	Packera cymbalarioides (Nutt.) W.A.Weber & A.Love	F	Bain 2002	Bain 2002; Bain, J. F. 2002. Packera lyallii, a corrected name for Packera contermina (Asteraceae: Senecioneae). Novon 12: 437./
Asteraceae	Senecio cymbalarioides H.Buek subsp. moresbiensis Calder & R.L.Taylor	 Packera subnuda Trock & T.M.Barkley var. moresbiensis (Calder & R.L.Taylor) Trock	T		FNA Compositae; /
Asteraceae	Senecio cymballarioides H.Buek	Packera buekii Trock & T.M.Barkley	F		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio cymbalaria Pursh	Packera heterophylla (Fisch.) E.Wiebe	T		Elven, R.  et al. 2003; /
Asteraceae	Senecio cymbalaria Pursh subsp. moresbiensis 	Packera subnuda Trock & T.M.Barkley var. moresbiensis (Calder & R.L.Taylor) Trock	T		FNA Compositae; /
Asteraceae	Senecio denalii A.Nelson	Tephroseris lindstroemii A.Love & D.Love	T		ALA Taxon List; ALA Taxon List/Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio eremophilus Richardson	Senecio eremophilus Richardson	T	AK taxon list	
Asteraceae	Senecio frigidus (Richardson) Less.	Tephroseris frigida (Richardson) Holub	T		Elven, R.  et al. 2003; /
Asteraceae	Senecio frigidus (Richardson) Less. var. tomentosus (Kjellman) Cufod.	Tephroseris kjellmanii (A.E.Porsild) Holub	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Asteraceae	Senecio frigidus (Richardson) Less. var. ulmeri Steffen	Tephroseris frigida (Richardson) Holub	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Asteraceae	Senecio fuscatus auct.	Tephroseris lindstroemii A.Love & D.Love	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio hyperborealis Greenm.	Packera hyperborealis (Greenm.) A.Love & D.Love	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio indecorus Greene	Packera indecora (Greene) A.Love & D.Love	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio integrifolius (L.) Clairv.	Tephroseris integrifolia (L.) Holub	F		Czerepanov 1995; Czerepanov, S. K.  1995. Vascular plants of Russia and adjacent states (the former USSR). Cambridge University Press, Cambridge. 516 pp./
Asteraceae	Senecio integrifolius (L.) Clairv. var. lindstroemii Ostenf.	Tephroseris lindstroemii A.Love & D.Love	T		Elven, R.  et al. 2003; /
Asteraceae	Senecio jacuticus Schischk.	Tephroseris jacutica (Schischk.) Holub	F		Czerepanov 1995; Czerepanov, S. K.  1995. Vascular plants of Russia and adjacent states (the former USSR). Cambridge University Press, Cambridge. 516 pp./
Asteraceae	Senecio kjellmanii A.E.Porsild	Tephroseris kjellmanii (A.E.Porsild) Holub	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio lindstroemii (Ostenf.) A.E.Porsild	Tephroseris lindstroemii A.Love & D.Love	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio lugens Richardson	Senecio lugens Richardson	T	AK taxon list	
Asteraceae	Senecio moresbiensis (Calder & R.L.Taylor) G.W.Douglas & Ruyle-Dougl.	Packera subnuda Trock & T.M.Barkley var. moresbiensis (Calder & R.L.Taylor) Trock	T	Trock annos	Trock 2002; Trock, D. K. 2002. Annotations on ALA specimens/FNA Compositae; /
Asteraceae	Senecio ogotorukensis Packer	Packera ogotorukensis (Packer) W.A.Weber & A.Love	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio pauperculus Michx.	Packera paupercula (Michx.) W.A.Weber & A.Love	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio pauciflorus Pursh	Packera pauciflora (Pursh) A.Love & D.Love	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio pauciflorus Pursh var. fallax Greenm.	Packera pauciflora (Pursh) A.Love & D.Love	T		ALA Taxon List; ALA Taxon List/
Asteraceae	Senecio pseudoarnica Less.	Senecio pseudoarnica Less.	T	AK taxon list	
Asteraceae	Senecio resedifolius Less.	Packera heterophylla (Fisch.) E.Wiebe	T		Elven, R.  et al. 2003; /
Asteraceae	Senecio sheldonensis A.E.Porsild	Senecio sheldonensis A.E.Porsild	F	AK taxon list	
Asteraceae	Senecio  	Senecio  	F	consistency	
Asteraceae	Senecio streptanthifolius Greene	Packera cymbalarioides (Nutt.) W.A.Weber & A.Love	F	Bain 2002	Bain 2002; Bain, J. F. 2002. Packera lyallii, a corrected name for Packera contermina (Asteraceae: Senecioneae). Novon 12: 437./
Asteraceae	Senecio streptanthifolius Greene var. borealis (Torr. & A.Gray) J.F.Bain	Packera streptanthifolia (Greene) W.A.Weber & A.Love	F		ALA Taxon List; ALA Taxon List/Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Asteraceae	Senecio streptanthifolius Greene var. kluanei J.F.Bain	Packera cymbalarioides (Nutt.) W.A.Weber & A.Love	F	Bain 2002	Bain 2002; Bain, J. F. 2002. Packera lyallii, a corrected name for Packera contermina (Asteraceae: Senecioneae). Novon 12: 437./
Asteraceae	Senecio streptanthifolius Greene var. moresbiensis (Calder & R.L.Taylor) B.Boivin	Packera subnuda Trock & T.M.Barkley var. moresbiensis (Calder & R.L.Taylor) Trock	T		FNA Compositae; /
Asteraceae	Senecio subfrigidus Kom.	Tephroseris subfrigida (Kom.) Holub	T	Czerepanov 1995	Czerepanov 1995; Czerepanov, S. K.  1995. Vascular plants of Russia and adjacent states (the former USSR). Cambridge University Press, Cambridge. 516 pp./
Asteraceae	Senecio triangularis Hook.	Senecio triangularis Hook.	T	AK taxon list	
Asteraceae	Senecio tundricola Tolm.	Tephroseris tundricola (Tolm.) Holub	T		Elven, R.  et al. 2003; /
Asteraceae	Senecio tundricola Tolm. subsp. lindstroemii (Ostenf.) Korobkov	Tephroseris lindstroemii A.Love & D.Love	T		Elven, R.  et al. 2003; /
Asteraceae	Senecio viscosus L.	Senecio viscosus L.	F		
Asteraceae	Senecio vulgaris L.	Senecio vulgaris L.	T	AK taxon list	
Asteraceae	Senecio yukonensis A.E.Porsild	Tephroseris yukonensis (A.E.Porsild) Holub	T		Barkley 1999; Barkley, T. M. 1999. The segregates of Senecio, s.l., and Cacalia, s.l., in the flora of North America north of Mexico. FNA internal manuscript 13Feb1999. /
Poaceae	Setaria viridis (L.) P.Beauv.	Setaria viridis (L.) P.Beauv.	T		
Elaeagnaceae	Shepherdia canadensis (L.) Nutt.	Shepherdia canadensis (L.) Nutt.	T	AK taxon list	
Rosaceae	Sibbaldia procumbens L.	Sibbaldia procumbens L.	T	AK taxon list	
Rosaceae	Sieversia pusilla (Gaertn.) Hult始	Sieversia pusilla (Gaertn.) Hult始	F	Arctic  Flora USSR	
Caryophyllaceae	Silene acaulis (L.) Jacq.	Silene acaulis (L.) Jacq.	T	AK taxon list	Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Silene acaulis (L.) Jacq. subsp. acaulis 	Silene acaulis (L.) Jacq. subsp. acaulis 	F	AK taxon list	Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Silene acaulis (L.) Jacq. subsp. arctica A.Love & D.Love	Silene acaulis (L.) Jacq.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Silene acaulis (L.) Jacq. subsp. excapa auct.	Silene acaulis (L.) Jacq.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Silene acaulis (L.) Jacq. subsp. subacaulescens (F.N.Williams) Hult始	Silene acaulis (L.) Jacq.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Silene acaulis (L.) Jacq. var. subacaulescens (F.N.Williams) Fernald & H.St.John	Silene acaulis (L.) Jacq. subsp. subacaulescens (F.N.Williams) Hult始	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Silene armeria L.	Silene armeria L.	F	AK taxon list	
Caryophyllaceae	Silene douglasii Hook.	Silene douglasii Hook.	F	AK taxon list	Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Silene furcata Raf.	Silene involucrata (Cham. & Schltdl.) Bocquet subsp. furcata (Raf.) comb. nov.	T		Elven, R.  et al. 2003; /
Caryophyllaceae	Silene involucrata (Cham. & Schltdl.) Bocquet	Gastrolychnis affinis auct.	F	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Caryophyllaceae	Silene involucrata (Cham. & Schltdl.) Bocquet subsp. elatior (Regel) Bocquet	Gastrolychnis affinis auct.	F	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Caryophyllaceae	Silene involucrata (Cham. & Schltdl.) Bocquet subsp. furcata (Raf.) comb. nov.	Silene involucrata (Cham. & Schltdl.) Bocquet subsp. furcata (Raf.) comb. nov.	T		Elven, R.  et al. 2003; /
Caryophyllaceae	Silene involucrata (Cham. & Schltdl.) Bocquet subsp. involucrata 	Silene involucrata (Cham. & Schltdl.) Bocquet subsp. involucrata 	T	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Caryophyllaceae	Silene involucrata (Cham. & Schltdl.) Bocquet subsp. tenella (Tolm.) Bocquet	Silene involucrata (Cham. & Schltdl.) Bocquet subsp. tenella (Tolm.) Bocquet	F	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Caryophyllaceae	Silene menziesii Hook.	Silene menziesii Hook.	T	AK taxon list	
Caryophyllaceae	Silene menziesii Hook. subsp. menziesii 	Silene menziesii Hook. subsp. menziesii 	F	AK taxon list	
Caryophyllaceae	Silene ostenfeldii (A.E.Porsild) J.K.Morton	Silene ostenfeldii (A.E.Porsild) J.K.Morton	T		
Caryophyllaceae	Silene repens Patrin ex Pers.	Silene repens Patrin ex Pers.	T	AK taxon list	
Caryophyllaceae	Silene soczaviana (Schischk.) Bocquet var. macrosperma (A.E.Porsild) comb. nov.	Silene soczaviana (Schischk.) Bocquet var. macrosperma (A.E.Porsild) comb. nov.	T		Elven, R.  et al. 2003; /
Caryophyllaceae	Silene stenophylla Ledeb.	Silene stenophylla Ledeb.	F	AK taxon list	
Caryophyllaceae	Silene taimyrensis (Tolm.) Bocquet	Gastrolychnis ostenfeldii (A.E.Porsild) V.V.Petrovsky	F	ALA Taxon List (maybe not directly equivalent)	ALA Taxon List; ALA Taxon List/
Caryophyllaceae	Silene uralensis (Rupr.) Bocquet	Gastrolychnis apetala (L.) Tolm. & Kozhanch.	F	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Caryophyllaceae	Silene uralensis (Rupr.) Bocquet subsp. arctica (Th.Fr.) Bocquet	Silene uralensis (Rupr.) Bocquet subsp. arctica (Th.Fr.) Bocquet	T		Elven, R.  et al. 2003; /
